Entity,Type
thursday,DATE
the day,DATE
smith,GPE
junagadh gujarat,GPE
the india ace,ORG
december,DATE
alur,NORP
australia,GPE
pritesh joshi  one,PERSON
australian,NORP
first,ORDINAL
third,ORDINAL
england,GPE
karnataka batsman,PERSON
third,ORDINAL
the last seven months,DATE
australia,GPE
india,GPE
xabi,PERSON
harry kane,PERSON
munich,GPE
bayer leverkusen,ORG
the coming days,DATE
khaleel shariff,PERSON
indian,NORP
andrew mcdonald,PERSON
new delhi,GPE
february,DATE
saturday,DATE
akasa air air india,ORG
max,PERSON
sunday noon,TIME
alaska,GPE
max,PERSON
the united states,GPE
boeing,ORG
max,PERSON
three,CARDINAL
india,GPE
max,PERSON
indian,NORP
indian,NORP
boeing,ORG
max,PERSON
the alaska airlines incident,ORG
boeing,ORG
max,PERSON
boeing,ORG
indian,NORP
boeing,ORG
max,PERSON
indian,NORP
max,PERSON
the aircrafts night,TIME
the alaska airlines incident,ORG
friday,DATE
alaska,GPE
max,PERSON
california,GPE
six,CARDINAL
max,PERSON
alaska,PERSON
oregon,GPE
alaska,GPE
portland international airport,ORG
friday,DATE
night,TIME
saturday,DATE
american,NORP
max,PERSON
us,GPE
four to eight hours,TIME
the next few days,DATE
ben minicucci,PERSON
alaska airlines,ORG
india,GPE
boeing,ORG
max,PERSON
tonight,TIME
national transportation safety board,ORG
us,GPE
boeing,ORG
a few days,DATE
boeing,ORG
max,PERSON
one,CARDINAL
alaska,GPE
air india,ORG
akasa air spokesperson,ORG
akasa,ORG
max,PERSON
australian,NORP
indian,NORP
the day,DATE
indian,NORP
every morning,TIME
the world miriam karthika daniel vice,ORG
india,GPE
india,GPE
one,CARDINAL
indian,NORP
china,GPE
monday,DATE
reuters,ORG
late september,DATE
chinese,NORP
chinese,NORP
october,DATE
hong kong,GPE
that day,DATE
wednesday,DATE
monthly,DATE
australia,GPE
peter handscomb,PERSON
first,ORDINAL
second,ORDINAL
the days,DATE
narendra modi,PERSON
india,GPE
friday,DATE
seventh,ORDINAL
the india mobile congress,ORG
superstar shah,PERSON
khan,PERSON
third,ORDINAL
the year,DATE
sunday night,TIME
dubai,GPE
christmas,DATE
dunki,GPE
vicky kaushal,PERSON
sam,PERSON
dunki,GPE
india,GPE
indian,NORP
thursday,DATE
morning,TIME
japan,GPE
fifth,ORDINAL
moon,GPE
four to six months,DATE
"the moon
get easy",LOC
monthly,DATE
indian,NORP
delta corp slid,ORG
wednesday,DATE
nirmala sitharaman,PERSON
wednesday,DATE
fiscal year,DATE
tuesday,DATE
nazara technologies,ORG
delta corp,ORG
this year,DATE
australian,NORP
first,ORDINAL
three days,DATE
rafiq,PERSON
more than  years,DATE
uk,GPE
thursday,DATE
november,DATE
ico,ORG
india,GPE
australia,GPE
american,NORP
tesla,ORG
over  million,CARDINAL
us,GPE
two years,DATE
ann carlson,PERSON
us,GPE
august,DATE
canada,GPE
tesla,ORG
china,GPE
wednesday,DATE
afternoon,TIME
one,CARDINAL
ed markey,PERSON
richard blumenthal,PERSON
august,DATE
more than a dozen,CARDINAL
june,DATE
university of south carolina,ORG
donald slavik,PERSON
california,GPE
one,CARDINAL
more than three dozen,CARDINAL
us,GPE
october,DATE
the us justice department,ORG
october,DATE
february,DATE
nhtsa,ORG
national transportation safety board ntsb,ORG
premiere league,ORG
manchester city,GPE
the red bull arena,FAC
wednesday,DATE
first,ORDINAL
the champions league,ORG
riyad maharez,PERSON
the first half,DATE
josko,GPE
david warner,PERSON
australia,GPE
wednesday,DATE
pakistan,GPE
this week,DATE
australia,GPE
pat cummins,PERSON
a hundred,CARDINAL
tuesday,DATE
"the scg
hopefully there",FAC
warner week,ORG
earlier this week,DATE
this week,DATE
yesterday,DATE
a good week,DATE
india,GPE
australia,GPE
american,NORP
pakistan,GPE
australia,GPE
gate,ORG
the indian institute of science iisc bangalore today,ORG
february,DATE
the last date,DATE
september,DATE
october,DATE
november,DATE
nta,GPE
tuesday,DATE
delhi,GPE
today,DATE
delhi,GPE
karnataka,ORG
rajasthan telangana,PERSON
atishi,PERSON
rs month,DATE
mbbs,GPE
friday,DATE
lok sabha,PERSON
dhubri,GPE
australia,GPE
between january and november,DATE
december,DATE
australia,GPE
monthly,DATE
monthly,DATE
neet,CARDINAL
pati,ORG
new delhi,GPE
pati,GPE
west bengals,LOC
half,CARDINAL
age of  billion years,DATE
james webb,PERSON
a year ago,DATE
a year,DATE
third,ORDINAL
the bordergavaskar trophy,ORG
india,GPE
indian,NORP
third,ORDINAL
more than two weeks,DATE
dharamshala,GPE
february,DATE
kohlis,NORP
india,GPE
first,ORDINAL
monthly,DATE
the supreme court,ORG
mm,PERSON
phd,ORG
hyderabad central university,ORG
january,DATE
national medical college,ORG
three,CARDINAL
the past one year,DATE
three,CARDINAL
indian institute of technology,ORG
four weeks,DATE
september,DATE
ngos,GPE
hei,ORG
khanna,PERSON
janhavi kapoor,PERSON
devgn,GPE
ananya,GPE
panday,DATE
monthly,DATE
india,GPE
indian,NORP
today,DATE
this year,DATE
this year,DATE
the previous year,DATE
panindian,NORP
kgf chapter,PERSON
three,CARDINAL
the past year,DATE
indian,NORP
g dhananjeyan vetri theatre,PERSON
bala,PERSON
jigarthanda,ORG
the year,DATE
ps  vikram,ORG
vendhu,PERSON
ps  faced,PERSON
japan,GPE
one,CARDINAL
years,DATE
ps  ,PERSON
first,ORDINAL
leo jailer,PERSON
summer,DATE
maamannan maaveeran jailer,PERSON
leo,ORG
a dismal year,DATE
bala,PERSON
one,CARDINAL
panindian,NORP
panindian,NORP
kgf chapter  kantara sita,PERSON
charlie,PERSON
panindian,NORP
this year,DATE
panindian,NORP
dunki,GPE
atlee nayanthara,PERSON
this year,DATE
panindian,NORP
two,CARDINAL
this year,DATE
kerala,GPE
karnataka education,ORG
three,CARDINAL
haryana gujarat,PERSON
gate,ORG
the indian institute of science iisc bangalore,ORG
november,DATE
november,DATE
november,DATE
the international day,DATE
annually,DATE
january  this year,DATE
the sixth year,DATE
the day,DATE
unhq new york,ORG
monthly,DATE
james,PERSON
mac,PERSON
apple tv,ORG
september,DATE
years,DATE
james bond,PERSON
intel,ORG
osmos,PERSON
three months,DATE
one,CARDINAL
three,CARDINAL
the labour bureau,ORG
every month,DATE
june,DATE
july,DATE
four,CARDINAL
a little over three,CARDINAL
da,PERSON
three,CARDINAL
months,DATE
july,DATE
one,CARDINAL
march,DATE
january,DATE
four,CARDINAL
monthly,DATE
india,GPE
the period ending december,DATE
india,GPE
the iconic narendra modi stadium,ORG
gujarat,GPE
november,DATE
indian,NORP
jonita gandhi,PERSON
indian,NORP
indian,NORP
three consecutive years,DATE
next year,DATE
indian,NORP
himanshu srivastava,PERSON
india,GPE
india,GPE
indian,NORP
the first two weeks of december,DATE
three,CARDINAL
the best year,DATE
the best year,DATE
the year,DATE
us,GPE
uk,GPE
srivastava,PERSON
india,GPE
india,GPE
india,GPE
many years,DATE
three consecutive years,DATE
this year,DATE
december,DATE
september,DATE
indian,NORP
june next year,DATE
this year,DATE
june,DATE
india,GPE
around usd  billion,MONEY
months,DATE
indian,NORP
the year,DATE
the first two months,DATE
march,DATE
august,DATE
indian,NORP
these six months,DATE
september,DATE
month,DATE
us,GPE
november,DATE
this month,DATE
three,CARDINAL
the us federal reserve,ORG
about three,CARDINAL
the upcoming year,DATE
indian,NORP
the current financial year,DATE
thursday,DATE
monthly,DATE
june,DATE
june quarter,DATE
june,DATE
india,GPE
june  quarter,DATE
the corresponding quarter last year,DATE
the beginning of the june  quarter,DATE
the month of june,DATE
el nino,ORG
rs month,DATE
the indian institute of technology,ORG
roorkee,GPE
roorkee,GPE
zindagi kaisi hai,PERSON
khanna,PERSON
late s and s,TIME
kumar dilip kumar,PERSON
khanna,PERSON
rajiv gandhi,PERSON
kumar,PERSON
khanna,PERSON
khanna,PERSON
khanna,PERSON
kati patang,PERSON
khamoshi,ORG
khannas aradhana,PERSON
thirteen,CARDINAL
khanna,PERSON
kurta,GPE
khanna,PERSON
millions,CARDINAL
rajesh khannas,PERSON
indian,NORP
kaka khanna,PERSON
mumbai,GPE
jatin khanna,PERSON
december,DATE
leelawati khanna,PERSON
st sebastian goan high,PERSON
jeetendra,PERSON
kishinchand chelleram college,ORG
khanna,PERSON
khannas struggle story,PERSON
monthly,DATE
khanna,PERSON
khanna,PERSON
india,GPE
united producers,ORG
first,ORDINAL
two,CARDINAL
bhawana somaya,PERSON
early in the morning,TIME
khanna,PRODUCT
the day,DATE
khanna,PERSON
one,CARDINAL
khanna,PERSON
hours,TIME
khanna,PERSON
two,CARDINAL
three years,DATE
khanna,PERSON
hai tumhare,FAC
khanna,PERSON
amitabh bachchan,PERSON
khanna,PERSON
this day,DATE
one,CARDINAL
salim khan,PERSON
khanna,PERSON
bbc,ORG
khanna,PERSON
two,CARDINAL
two,CARDINAL
khannas,PERSON
numeruno,GPE
one night,TIME
mumbai,GPE
seven,CARDINAL
seven,CARDINAL
sakt,GPE
ko inkar kar de god,PERSON
one,CARDINAL
kuch iss,PERSON
duniya mein,PERSON
hun jahan,PERSON
today,DATE
last day,DATE
kumar,PERSON
kaka,GPE
four,CARDINAL
one day,DATE
khanna,PERSON
ab laut chelein,PERSON
khanna,PERSON
kapadia,PERSON
two,CARDINAL
six months,DATE
bobby,PERSON
kapadia,PERSON
kapadia,PERSON
two,CARDINAL
one,CARDINAL
khanna,PERSON
khanna,PERSON
two,CARDINAL
khanna,PERSON
rinkie khanna,PERSON
khanna,PERSON
kapadia,PERSON
kapadia,ORG
tina munim,PERSON
bhawana somaaya,PERSON
khanna,PERSON
last days,DATE
mumbais lilavati,ORG
khanna,PERSON
july,DATE
yasser,PERSON
ho gaya,PERSON
india,GPE
indian,NORP
upi,ORG
rbi,ORG
shaktikanta das,PERSON
mpc meeting,PERSON
thursday,DATE
monthly,DATE
microsoft,ORG
satya nadella,PERSON
monday,DATE
first,ORDINAL
us,GPE
microsoft,ORG
us,GPE
google,ORG
annually,DATE
microsoft,ORG
john schmidtlein googles,PERSON
microsoft,ORG
microsoft,ORG
microsoft,ORG
nadella,PERSON
microsoft,ORG
microsoft,ORG
microsoft,ORG
google,ORG
two,CARDINAL
microsoft,ORG
netflix,GPE
first,ORDINAL
earlier this year,DATE
trojan,PERSON
android apps,PERSON
google,ORG
jee,PERSON
the national institute of technology,ORG
phd,PERSON
the past few months,DATE
friday,DATE
the last three months,DATE
every month,DATE
university of southern california usc carol folt,ORG
indian,NORP
american,NORP
the national bureau govt,ORG
indian,NORP
india,GPE
apple,ORG
wednesday,DATE
the next several years,DATE
first,ORDINAL
nagichana,GPE
an hour,TIME
that day,DATE
nearly a decade later,DATE
one,CARDINAL
steve smith,PERSON
australian,NORP
india,GPE
february,DATE
wednesday,DATE
steve smith,PERSON
the past two days,DATE
australian,NORP
alur,NORP
december,DATE
australian,NORP
pritesh joshi,PERSON
first,ORDINAL
half a dozen,CARDINAL
friday,DATE
evening,TIME
the second day,DATE
alur,NORP
viran,NORP
december,DATE
third,ORDINAL
england,GPE
karnataka batsman,PERSON
third,ORDINAL
the last seven months,DATE
australia,GPE
india,GPE
xabi,PERSON
harry kane,PERSON
munich,GPE
bayer leverkusen,ORG
about two,CARDINAL
first,ORDINAL
junagadh,GPE
just about six months,DATE
sharma,PRODUCT
this year,DATE
first,ORDINAL
sunday,DATE
first,ORDINAL
australians,NORP
russian,NORP
october,DATE
west asian,NORP
iraq,GPE
saudi arabia,GPE
the united arab emirates,GPE
russia,GPE
indian,NORP
october,DATE
september,DATE
four consecutive months,DATE
june,DATE
iraq,GPE
saudi arabia,GPE
sevenmonth,ORDINAL
october,DATE
june,DATE
three,CARDINAL
the past few months,DATE
russian,NORP
october,DATE
september,DATE
april,DATE
russian,NORP
india,GPE
iraq,GPE
saudi arabia,GPE
nearly  per cent,MONEY
three,CARDINAL
october,DATE
iraq,GPE
saudi arabia,GPE
uae,GPE
russia,GPE
russian,NORP
february,DATE
russia,GPE
indian,NORP
russia,GPE
iraq,GPE
saudi arabia,GPE
russian,NORP
indian,NORP
billion,CARDINAL
first half,DATE
the past few months,DATE
russian,NORP
chinese,NORP
russia,GPE
russian,NORP
moscow,GPE
indian,NORP
russian,NORP
iraq,GPE
saudi arabia,GPE
october,DATE
four consecutive months,DATE
russian,NORP
four consecutive months,DATE
october,DATE
june,DATE
russian,NORP
india,GPE
billions of dollars,MONEY
indian,NORP
indian,NORP
around  billion,MONEY
the first half,DATE
russian,NORP
billion,CARDINAL
indian,NORP
russian,NORP
russian,NORP
russian,NORP
indian,NORP
russian,NORP
british,NORP
mans,NORP
india,GPE
indian,NORP
johar,PERSON
the current season,DATE
singh,GPE
netizens,ORG
roy kapur,PERSON
kapoor,ORG
three,CARDINAL
india,GPE
indian,NORP
the university of strathclyde glasgow,ORG
the academic year,DATE
deans,NORP
august july,DATE
monthly,DATE
monthly,DATE
the first five months,DATE
april,DATE
march,DATE
vijay sethupathi,PERSON
katrina kaif,PERSON
christmas,DATE
katrina,EVENT
katrina,EVENT
dhawan,PERSON
monthly,DATE
india,GPE
indian,NORP
india,GPE
new zealand,GPE
hardik,ORG
india,GPE
new zealand,GPE
new zealand,GPE
sunday,DATE
bihari,ORG
vajpayee ekana,PERSON
the indian institute of technology hyderabad,ORG
two,CARDINAL
daughter archana,PERSON
sunday,DATE
archana,PERSON
the u world cup,ORG
india,GPE
niamh holland,PERSON
archana,ORG
nathan lyon,PERSON
sharma,NORP
india,GPE
day,DATE
monthly,DATE
johar,PERSON
kii prem kahaani,PERSON
alia bhatt,PERSON
rani,PERSON
first,ORDINAL
rani,PERSON
dekho,PERSON
india,GPE
indian,NORP
australia,GPE
wicketkeeperbatter alyssa healy,PERSON
abc,ORG
the end of the day,DATE
two metres,QUANTITY
the reserve bank of india rbi,ORG
six,CARDINAL
one,CARDINAL
three,CARDINAL
october,DATE
rbi,ORG
two,CARDINAL
june,DATE
state bank of india,ORG
sharat chandra,PERSON
india,GPE
two,CARDINAL
rbi,ORG
two,CARDINAL
akhil handa,PERSON
tuesday,DATE
one,CARDINAL
kota,PERSON
paul allen,PERSON
second,ORDINAL
days,DATE
last year,DATE
april,DATE
holidays this year,DATE
the federal bureau of investigation the us governments domestic intelligence,ORG
fbi,ORG
france,GPE
germany,GPE
netherlands,GPE
latvia,GPE
the united kingdom,GPE
the united states,GPE
between october  and april,DATE
approximately  million,CARDINAL
monthly,DATE
sunday,DATE
first,ORDINAL
september,DATE
first,ORDINAL
km x  km the next maneuvre ebn,PERSON
september,DATE
saturday,DATE
one,CARDINAL
india,GPE
first,ORDINAL
approximately  million km,QUANTITY
about one per cent,MONEY
saif ali khan,PERSON
first,ORDINAL
amrita singh,PERSON
two,CARDINAL
khan,PERSON
ali khan,PERSON
two,CARDINAL
monthly,DATE
india,GPE
indian,NORP
wednesday,DATE
wednesday,DATE
saumil gandhi,PERSON
"per kilogramme
advertisement
",PERSON
comex,ORG
four weeks,DATE
middle east,LOC
gaza gandhi,GPE
reliance industries ltd ril,ORG
april,DATE
april,DATE
april,DATE
ambani,ORG
rs month,DATE
the week ended july,DATE
weekly,DATE
the reserve bank of india,ORG
friday,DATE
the previous reporting week,DATE
october,DATE
the week ended january  this year,DATE
the week ended july,DATE
weekly,DATE
friday,DATE
the euro pound and yen,LAW
rbi,ORG
the apex bank,ORG
the reporting week,DATE
sankranthipongal weekend,DATE
south indian,NORP
christmas,DATE
katrina,EVENT
ashwini kalsekar,PERSON
radhika apte,PERSON
merry,PERSON
christmas,DATE
india,GPE
indian,NORP
inter st nd year,ORG
the telangana state board of intermediate,ORG
today,DATE
the first and second year,DATE
"resultscgggovin
tsbie st and nd",PERSON
june,DATE
june,DATE
june,DATE
india,GPE
the st bordergavaskar trophy spinner ravichandran ashwin,ORG
indian,NORP
second,ORDINAL
sharma,PRODUCT
first,ORDINAL
india,GPE
australia,GPE
first,ORDINAL
khawaja,PERSON
david warner,PERSON
pakistan,GPE
jahangir khan,PERSON
majid khan,PERSON
khan,PERSON
moin khan,PERSON
azam khan,PERSON
one,CARDINAL
mashallah,ORG
tagdi,GPE
hai,GPE
ongc,PERSON
sri lanka,GPE
rajarshi gupta,PERSON
wednesday,DATE
sri lanka,GPE
tang tan,PERSON
february,DATE
bloomberg news,ORG
friday,DATE
second,ORDINAL
bloomberg news,ORG
xiaomi samsung,PERSON
john,PERSON
india,GPE
australia,GPE
india,GPE
first,ORDINAL
india,GPE
two years,DATE
first,ORDINAL
one days,DATE
first,ORDINAL
india,GPE
india,GPE
singh,GPE
indian,NORP
sehwag,PERSON
virender sehwag,PERSON
india,GPE
sehwag,PERSON
only played a year,DATE
mein dum,PERSON
ho jiske,PERSON
india,GPE
two,CARDINAL
rahul dravid,PERSON
sharma,PRODUCT
india,GPE
australia,GPE
american,NORP
pankaj tripathi,PERSON
august the same month,DATE
first,ORDINAL
kriti,GPE
mimi,PERSON
the last  years,DATE
india,GPE
indian,NORP
india,GPE
monday,DATE
israel,GPE
palestinian,NORP
hamas,ORG
monday,DATE
middle east,LOC
roughly  per cent,MONEY
janko,PERSON
builtin,ORG
september,DATE
italian,NORP
earlier this month,DATE
the wall street journal,ORG
between september  and february,DATE
nearly  per cent,MONEY
friday,DATE
"franklin templeton
advertisement",PERSON
india,GPE
indian,NORP
october,DATE
this year,DATE
first,ORDINAL
second,ORDINAL
next year,DATE
s sivakumar,PERSON
two,CARDINAL
sivakumar,PERSON
the first quarter of next year,DATE
sivakumar,PERSON
sivakumar,PERSON
first,ORDINAL
three,CARDINAL
sivakumar,PERSON
second,ORDINAL
next year,DATE
d next year,DATE
tuesday,DATE
the university of california berkeley,ORG
monthly,DATE
tuesday,DATE
the apriljune quarter,DATE
kathpalia,PERSON
kathpalia,GPE
hindujas,ORG
anil ambani,PERSON
three years,DATE
march quarter,DATE
kathpalia,GPE
the next six months,DATE
kathpalia,GPE
june,DATE
kathpalia,GPE
kathpalia,GPE
tuesday,DATE
first,ORDINAL
sunday,DATE
monthly,DATE
the national board of examinations,ORG
today,DATE
today,DATE
july,DATE
august,DATE
monthly,DATE
monthly,DATE
next week,DATE
annual,DATE
jee advanced,PERSON
the indian institute of technology iit,ORG
jee advanced,PERSON
june,DATE
dhruv advani,PERSON
tuesday,DATE
night,TIME
karnataka,ORG
this year,DATE
tuesday,DATE
advani,PERSON
indian,NORP
july,DATE
indian,NORP
around two to three hours,CARDINAL
tamil nadu tndge,PERSON
today,DATE
one,CARDINAL
june,DATE
july,DATE
benchmark sensex,ORG
